Game_ID,X_Model,Y_Model,Persona_X,Persona_Y,X_Card,X_Action,Y_Card,Y_Action,Winner,X_Net_Payoff,Y_Net_Payoff,Fallback
248,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
249,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
250,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
251,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
252,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
253,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
254,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
255,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
256,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
257,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
258,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
259,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
260,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
261,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
262,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
263,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,3,X,1,-1,False
264,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
265,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
266,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
267,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
268,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
269,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
270,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
271,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
272,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
273,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
274,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
275,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
276,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
277,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
278,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
279,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
280,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,3,X,1,-1,False
281,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
282,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
283,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
284,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
285,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
286,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
287,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
288,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
289,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
290,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
291,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
292,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,3,X,1,-1,False
293,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
294,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
295,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
296,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
297,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
298,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
299,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
300,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
301,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
302,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
303,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
304,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
305,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
306,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
307,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
308,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
309,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
310,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
311,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
312,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
313,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
314,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,3,X,1,-1,False
315,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
316,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
317,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
318,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
319,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
320,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
321,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
322,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
323,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
324,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
325,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
326,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
327,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
328,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
329,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,1,K,,Y,-1,1,False
330,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
331,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
332,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
333,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
334,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
335,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
336,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
337,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
338,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
339,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
340,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
341,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,3,X,1,-1,False
342,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
343,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
344,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
345,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
346,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
347,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
348,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
349,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
350,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
351,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
352,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
353,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
354,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
355,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
356,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
357,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,3,X,1,-1,False
358,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
359,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
360,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
361,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
362,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
363,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
364,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
365,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
366,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
367,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
368,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
369,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
370,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
371,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
372,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
373,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
374,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
375,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
376,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
377,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
378,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
379,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,3,X,1,-1,False
380,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
381,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
382,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
383,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
384,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
385,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,3,X,1,-1,False
386,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
387,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
388,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
389,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
390,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
391,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
392,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
393,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
394,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
395,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
396,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
397,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
398,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
399,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,3,X,1,-1,False
400,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
401,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
402,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
403,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
404,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
405,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
406,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,1,J,,X,1,-1,False
407,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
408,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
409,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
410,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
411,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
412,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
413,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
414,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
415,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
416,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
417,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
418,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
419,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
420,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
421,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
422,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
423,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
424,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
425,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
426,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
427,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
428,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
429,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
430,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
431,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
432,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
433,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
434,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
435,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
436,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
437,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
438,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
439,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
440,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
441,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
442,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
443,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
444,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
445,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
446,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,1,K,,Y,-1,1,False
447,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
448,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,K,,Y,-1,1,False
449,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,4,X,2,-2,False
450,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
451,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
452,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
453,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
454,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
455,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
456,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
457,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
458,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
459,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
460,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
461,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
462,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
463,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
464,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
465,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
466,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
467,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
468,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
469,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,1,Q,,Y,-1,1,False
470,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
471,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
472,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
473,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
474,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
475,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
476,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
477,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
478,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,4,X,2,-2,False
479,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
480,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
481,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
482,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
483,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,K,4,Y,-2,2,False
484,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
485,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
486,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
487,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
488,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,J,3,X,1,-1,False
489,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
490,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,K,2,Q,4,X,2,-2,False
491,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
492,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,K,4,Y,-2,2,False
493,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,J,2,Q,4,Y,-2,2,False
494,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
495,openai/gpt-5.4-mini,mistral/mistral-small-latest,rationnel,prudent,Q,2,J,3,X,1,-1,False
