Game_ID,X_Model,Y_Model,Persona_X,Persona_Y,X_Card,X_Action,Y_Card,Y_Action,Winner,X_Net_Payoff,Y_Net_Payoff,Fallback
247,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
248,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
249,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
250,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
251,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
252,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
253,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
254,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
255,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
256,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
257,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
258,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
259,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
260,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,1,Q,,X,1,-1,False
261,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,Q,,Y,-1,1,False
262,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
263,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
264,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
265,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
266,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
267,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
268,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
269,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
270,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
271,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
272,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
273,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
274,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
275,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
276,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
277,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
278,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
279,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
280,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
281,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
282,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
283,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
284,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
285,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
286,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,K,,Y,-1,1,False
287,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
288,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
289,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
290,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
291,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
292,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
293,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
294,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
295,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
296,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
297,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
298,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
299,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
300,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
301,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
302,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,1,Q,,X,1,-1,False
303,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
304,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
305,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
306,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
307,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
308,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
309,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
310,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
311,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
312,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
313,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
314,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
315,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
316,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
317,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
318,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
319,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
320,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
321,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
322,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
323,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
324,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
325,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
326,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
327,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
328,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,1,Q,,X,1,-1,False
329,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
330,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
331,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
332,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
333,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
334,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
335,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
336,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
337,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,Q,,Y,-1,1,False
338,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
339,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
340,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
341,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
342,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,Q,,Y,-1,1,False
343,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,1,K,,Y,-1,1,False
344,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
345,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
346,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
347,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
348,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
349,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
350,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
351,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
352,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
353,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
354,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
355,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,3,X,1,-1,False
356,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
357,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
358,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
359,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
360,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
361,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
362,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
363,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
364,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
365,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
366,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
367,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
368,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
369,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
370,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
371,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
372,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
373,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
374,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,K,,Y,-1,1,False
375,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
376,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
377,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
378,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
379,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
380,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
381,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
382,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
383,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
384,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
385,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
386,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
387,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
388,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
389,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
390,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
391,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
392,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
393,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
394,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
395,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
396,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
397,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
398,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
399,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
400,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
401,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
402,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
403,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
404,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
405,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
406,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
407,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
408,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
409,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
410,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
411,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
412,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
413,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
414,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
415,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
416,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
417,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
418,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
419,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
420,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
421,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
422,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
423,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
424,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
425,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
426,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
427,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
428,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
429,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
430,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
431,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
432,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
433,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
434,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
435,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
436,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
437,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
438,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
439,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
440,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
441,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,Q,,Y,-1,1,False
442,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
443,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
444,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
445,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
446,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
447,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
448,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,Q,,Y,-1,1,False
449,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
450,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
451,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
452,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
453,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
454,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
455,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
456,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
457,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,3,X,1,-1,False
458,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
459,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
460,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
461,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
462,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
463,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
464,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,3,X,1,-1,False
465,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
466,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
467,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,1,J,,X,1,-1,False
468,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
469,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
470,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
471,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
472,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
473,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
474,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
475,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,Q,4,Y,-2,2,False
476,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,Q,4,X,2,-2,False
477,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
478,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
479,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
480,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
481,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
482,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,1,K,,Y,-1,1,False
483,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
484,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
485,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
486,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
487,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
488,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
489,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,K,4,Y,-2,2,False
490,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,K,2,J,3,X,1,-1,False
491,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,Q,2,J,3,X,1,-1,False
492,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
493,mistral/mistral-small-latest,openai/gpt-5.4-mini,rationnel,prudent,J,2,K,4,Y,-2,2,False
